"Antwort ID","Datum Abgeschickt","Letzte Seite","Start-Sprache","Zufallsgeneratorstartwert","Datum gestartet","Datum letzte Aktivität","VP-Nummer ","Gib an, zu welcher Fahrt dieses Interview geführt wird ","Gruppe A - Termin 2: H-on  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt  (VL-Protokoll Termin A-1) ","Gruppe A - Termin 2: H-on  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ...(VL-Protokoll Termin A-1) ","Gruppe A - Termin 2: H-off  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt ","Gruppe A - Termin 2: H-off  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ... ","Gruppe B (H-off)  Anmerkungen zum Probanden, z.B. während Einweisung oder Fahrt ","Gruppe B (H-off)  Anmerkungen zum Fahrzeug, z.B. Abwurf ohne Grund, Fehlermeldung, ... ","Sonstige Anmerkungen  kurze Notiz zu den Wetterbedingungen und zum Zustand der Straße machen:- Wetter: z.B. hell, bewölkt oder dämmrig, blauer Himmel oder ....- Straße: nass, feucht, schneebedeckt, trocken, ... ","Trigger  Haben Sie während der Fahrt den Triggerknopf gedrückt? Bitte führen Sie noch einmal aus, was Ihnen in diesem Moment aufgefallen ist, bzw. was sie uns mitteilen möchten. ","Fahrerinitiierte Transitionen  Während der Autobahnfahrten sind Sie einen Großteil der Zeit mit L2 gefahren. In verschiedenen Situationen - zum Beispiel beim Auffahren auf oder Abfahren von Autobahnen - haben Sie das System aktiviert oder deaktiviert, um damit in einen anderen Fahrmodus wechseln.Gab es hierbei Situationen oder Aspekte, über die Sie uns gerne mehr erzählen würden? ","Systeminitiierte Transitionen  Während der Autobahnfahrten sind Sie einen Großteil der Zeit mit L2 gefahren. In verschiedenen Situationen hat das System von sich L2 teilweise oder komplett deaktiviert oder Sie zu einer Übernahme aufgefordert.  Gab es hierbei Situationen, über die Sie uns gerne mehr erzählen würden? ","DMS  Wenn L2 aktiv war, gab es ein Fahrerbeobachtungssystem, das gewarnt hat, wenn Sie   	ON --&gt; die Hände zu lange vom Lenkrad genommen haben.oder 	OFF --&gt; zu lange von der Straße weggesehen haben.   Möchten Sie dieses Fahrerbeobachtungssystem noch einmal genauer kommentieren oder bewerten oder Ihre Erlebnisse mit dem Fahrerbeobachtungssystem beschreiben?  ","HMI  Für die Bedienung von L2 haben Sie verschiedene Tasten am Lenkrad verwendet. Je nach Systemzustand wurden Ihnen im Anschluss unterschiedliche Anzeigen im Kombi-Display (oder dem Head-up Display) angezeigt.  Möchten Sie allgemein die Bedienung des L2 Systems oder die verwendeten Anzeigen noch einmal genauer kommentieren bzw. bewerten? ","Systemverhalten  Während der Nutzung von L2 haben Sie die aktive Spurführung, die Geschwindigkeitskontrolle, das Halten des Abstandes und die Interaktion mit anderen Verkehrsteilnehmern in verschiedenen Situationen erlebt.  Möchten Sie dieses Fahrverhalten des Systems noch einmal genauer kommentieren bzw. bewerten oder Ihre Erlebnisse beschreiben? ","Bewertung L2  In diesem Versuch konnten Sie Erfahrungen mit L2 sammeln. Würden Sie dies auch gern in Ihrem privaten Fahrzeug nutzen? ","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [Längsführung/ACC]","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [Querführung/Spurhaltung/Lenken]","Bewertung L2  Welche Komponente von L2 würden Sie auch gern in Ihrem privaten Fahrzeug nutzen?  [nur für A-2 &amp; B beantwortbarH-off/Hände frei nutzen können]","Bewertung L2  Stellen Sie sich vor, Ihr privates Fahrzeug wird mit einem L2 System ausgestattet.Hätten Sie lieber die Variante H-on oder die Variante H-off? ","Bewertung L2 Anmerkungen zu den vorigen Fragen/Antworten vom Probanden zur L2-Bewertung.","Haben Sie noch weitere Kommentare oder Anmerkungen zu der erlebten Fahrt mit L2?","Haben Sie noch weitere Kommentare oder Anmerkungen zu der Studie?","Gesamtzeit","Gruppenzeit: Metadaten","Fragenzeit: VP","Fragenzeit: Fahrt","Gruppenzeit: VL-Protokoll","Fragenzeit: AOnVP","Fragenzeit: AOnFzg","Fragenzeit: AOffVP","Fragenzeit: AOffFzg","Fragenzeit: BOffVP","Fragenzeit: BOffFzg","Fragenzeit: VLProtSonst","Gruppenzeit: Leitfaden","Fragenzeit: Trigger","Fragenzeit: FahrerTrans","Fragenzeit: SystemTrans","Fragenzeit: DMS","Fragenzeit: HMI","Fragenzeit: Systemverhalten","Fragenzeit: L2PrivNutzung","Fragenzeit: L2Komponenten","Fragenzeit: Ranking","Fragenzeit: L2BewertungKomm","Fragenzeit: Sonstiges","Fragenzeit: Studie"
"96","2022-04-14 13:48:03","3","de","1017577862","2022-04-14 12:42:38","2022-04-14 13:48:03","17","Gruppe A - Termin 2: H-on","","","","","","","","1x gedrückt auf A99 (AF Ludwigsfeld) Geschwindigkeitsbegrenzung von Ausfahrt erkannt -> potenziell gefährlich","strikte Einhaltung der Tempolimits aber erst ab Schild -> System übersteuert","Baustelle auf Autobahn: Meldung in Kombidisplay ""Abgebrochen""","bei wenig Verkehr -> lenken mit einer Hand -> H-on Warning 
intinsisch motiviert die Hände am Lenkrad zu lassen, da System sichtbar nicht perfekt","Symbole zu klein (HUD und IC)
HUD sehr positiv


","Folgefahrt insgesamt ACC positiv, aber nicht im Überholen (Vorderfahrzeug zieht nach rechts, man will das selbst auch, aber das Fahrzeug beschleunigt schon wieder weil vorher langsamer als Richtgeschwindigkeit)
","Nein","Eher ja","Eher nein","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","kein vorausschauendes Fahren
Folgefahrt Spurwechsel wie oben beschrieben
kann nicht durch Baustelle fahren","wenn Schwachstellen beseitigt positiv","","3923.58","3056.68","","","7.93","","","","","","","","858.97","","","","","","","","","","","",""
"97","2022-04-14 16:01:10","3","de","1588594715","2022-04-14 15:34:02","2022-04-14 16:01:10","17","Gruppe A - Termin 2: H-off","routinierter Fahrer","","viel Spurwechsel, daher auch viel Hände am Lenkrad
teils versucht Spurwechsel Hoff zu machen","","","","dichter Verkehr, sehr sonnig","2x gedrückt 
- Spurwechsel gescheitert wegen zu kleiner Lücke
- wieder Spurwechsel, kleine Lücke","Einschalten ok
1x mal deaktiviert bei Spurwechsel","Spurwechsel triggert Transition","Hände am Lenkrad bei Spurwechsel nicht als störend empfunden
","Anzeige im HUD positiv (weniger Blickabwendung)
","störend: starkes abbremsen in der Spur weil Spur nicht vorausschauend und weniger konservativ gewechselt wird","Eher nein","Eher ja","Eher nein","Eher ja","H-off","positiv: selber Spurwechseln möglich","Spurwechsel soll proaktiv vorgeschlagen werden -> Verkehrsfluss verbessern","gut organisiert :)
gibt es die Möglichkeit Ergebnisse mitzuteilen?","1627.91","7.83","","","93.74","","","","","","","","1526.34","","","","","","","","","","","",""
"99","2022-04-19 17:47:15","3","de","758564368","2022-04-19 17:27:44","2022-04-19 17:47:15","74","Gruppe B (H-off)","","","","","hatte ACC zwischenzeitlich doch kurz in einem Leihwagen verwendet
auf Wunsch des VP größerer Abstand eingestellt
gute automatische Spurwechsel
greift sehr früh ein","mehrfach in Baustelle (80km/h) auf 130 km/h beschleunigt -> Eingriff","mittlerer bis dichter Verkehr, Wetter: bewölkt und trocken
Triggerbutton Versuchsfahrt vergessen. Versuchsfahrt begann um 16:17
Wende in Ingolstadt Nord, dadurch längere Wendefahrt","2x mal während Baustelle auf 130 beschleunigt","","sehr eindeutig","nein","verständlich, etwas Übung nötig","1x starkes Bremsen -> übersteuern aufgrund von Angst vor Auffahrunfall
automatischer Spurwechsel: Trajektorie nicht ""weich"" genug, zu ruckartig","Eher ja","Ja","Eher nein","Eher nein","","Spurhaltung zu ""wacklig"" (""evtl. nur psychologisch"")","interessant ","Wegbeschreibung innerhalb des Gebäudes.","1171.81","9.29","","","151.65","","","","","","","","1010.87","","","","","","","","","","","",""
"100","2022-04-20 18:30:31","3","de","1282441508","2022-04-20 18:23:24","2022-04-20 18:30:31","75","Gruppe B (H-off)","","","","","Linke Hand fast die ganze Zeit am Lenkrad (schwebt kurz drüber)","1x Trigger: Einscherer am Beschleunigungsstreifen (ende Baustelle)
1x Trigger: Plötzlich TOR kurz nach Baustelle (wegen eingefrästen Linienmarkierungen?)
1x Trigger: Plötzlicher starker Bremsruck von Fahrzeug, vllt wegen einscherendem Fahrzeug","hell, tiefstehende reinleuchtende Sonne, blauer Himmel","1x Als ich geblinkt hab um Spur zu wechseln aber da war noch ein Auto auf der linken Spur, hat das Fahrzeug von alleine bisschen zu stark beschleunigt. 1x war Auto links neben uns und dann hat Auto von alleine von rechts überholt. ","Bei Auffahrten nicht, aber in Baustelle hat System sehr lange Fahrbahn nicht erkannt. Hatte es aktiviert aber ich musste selber lenken die ganze Zeit. ","Nein, war verständlich warum das so war ","Nein","Nein ","Eigentlich hat es sich gut verhalten, nur einmal als einer in Baustelle auf Autobahn aufgefahren ist, konnte System das vllt nicht so gut voraussehen, weil anderer recht spät rübergezogen ist. Da musste man dann eingreifen. ","Eher ja","Ja","Eher ja","Unsicher","","nein","Ich hab die ganze Zeit aufgepasst und den Fuß die ganze Zeit hochgestellt, um rechtzeitig bremsen zu können, Fuß war dann mit der Zeit ziemlich angespannt durch ständiges oben halten ","nein","426.7","6.34","","","72.99","","","","","","","","347.37","","","","","","","","","","","",""
"101","2022-04-21 09:46:40","3","de","1993311837","2022-04-21 08:56:52","2022-04-21 09:46:40","18","Gruppe A - Termin 2: H-on","","","","","","","Wetter: leicht bewölkt
Straße: trocken","ein Situation mit Trigger beschrieben: keine Ergänzung
VP hat oft nur geredet ohne den Trigger zu drücken","Wenige Situationen, in denen ein LKW in Spur einschert -> VP bremst
auch bei Abfahrten deaktiviert
hat gut funktioniert","2x orangenes Lenkrad bei Baustellen -> VP war bewusst, dass mehr eingreifen muss; war kein Schock","Sehr häufige Warnung für Lenkung übernehmen -> absolut störend!
VP habe wohl Hände sehr locker am Lenkrad ","war recht easy, kann man ohne hinschauen verwenden
vom HUD nicht so großer Fan, da die zusätzliche Scheibe nicht ästhetisch","Spurhaltung war gefühlt zu weit rechts
Geschwindigkeitskontrolle -> bremst sehr spät, da Abstand nur auf ein Strich eingestellt -> sehr abruptes Bremsen; beschleunigt auch sehr spät, nachdem Vorderfahrzeug aus Spur raus fährt","Ja","Ja","Ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","Wünscht sich mehr H-off Zeit
VP ist so gefahren wie privat auch
Bei einscherendem Fahrzeug wird bei Pkw mehr vertraut als bei LKW
ansonsten sehr angenehmes Fahren, sehr entspannend","positiv überrascht von Fahrzeug und System","","2987.94","215.57","","","49.97","","","","","","","","2722.4","","","","","","","","","","","",""
"102","2022-04-21 11:52:01","3","de","1605405387","2022-04-21 11:28:05","2022-04-21 11:52:01","18","Gruppe A - Termin 2: H-off","","","E: Mind blowing -> VP ist begeistern von System
1x Warnung Aufmerksam bleiben & Ton
V: 1x Warnung Aufmerksam bleiben & Ton wegen Bedienung CID
4x VP will Spurwechsel schnell durchführen -> tippt Blinker an & lenkt selbst -> lenkt gegen Gegenmoment
1x Mode Confusion:  Fahrzeug war nur in ACC -> VP nimmt Hände weg
Baustelle: Vorderfahrzeug bremst fast bis Stillstand -> VP bremst selbst","V: 1x Fahrzeug bricht wohl wegen starker Sonneneinstrahlung L2 ab","","","Wetter: sonniger blauer Himmel
Straße: trocken","Bei getriggerten Situationen: hauptsächlich eigenes Verschulde, da gewohnt ist selbst den Spurwechsel durchzuführen. Verhaltensmuster war wohl noch nicht für den automatischen Spurwechsel angepasst","bei Auffahrten abgebrochen
und bei Baustelle wegen Vorderfahrzeug gebremst
sonst nicht","einmal hat ein rotes Lenkrad geblinkt -> VP weiß nicht mehr warum","hat zweimal Warnung Aufmerksam bleiben mitbekommen -> war wie ein Lehrer der schimpft
VP hat die Situation schnell verstanden und auf die Straße / HUD geblickt","super einfach
leicht zu bedienen und zu verstehen
auch ohne hinzusehen","Ein Spurwechsel war sehr komisch, da eng an herannahendem Fahrzeug und BMW hat zwischen eigener und linker Spur gependelt -> VP denkt es sei aber eher ein Nutzerfehler
trotzdem schöner Spurwechsel
ansonsten Systemverhalten lobenswert
tolles Abstandhalten","Eher ja","Ja","Eher ja","Eher ja","H-off","Im Vergleich zum On_Ford: VP hat mehr Vertrauen im Vorhinein in das On System. Durch die höhere und komplexere Assistenz konnte VP das System schwerer einschätzen -> weniger Vertrauen","VP wurde schneller als gewöhnlich langweilig bei H-off
Je höher Automation und Level desto mehr muss Nutzer als Gewohnheiten rausbrechen und System vertrauen","super interessant: hat das System noch nie so kontinuierlich genutzt -> findet das System gut
Ist noch ein langer Weg bis zur vollständigen Automation
Danke für die Teilnahme","1435.65","11.63","","","266.65","","","","","","","","1157.37","","","","","","","","","","","",""
"103","2022-04-22 09:15:48","3","de","370387385","2022-04-22 09:07:01","2022-04-22 09:15:47","19","Gruppe A - Termin 2: H-on","","","","","","","Wetter: sonnig
Straße: trocken","keine Ergänzungen","funktioniert wie normaler Tempomat
geht dann super wieder zum einschalten
einmal Lichthupe gegeben, da falscher Hebel ","keine Vorfälle","1x Warnung -> Lenkrad grau -> VP hält danach Lenkrad fester","mit Hebel hat alles gut funktioniert -> schnell verstanden
Symbole voll logisch","Abstandsregelung sehr angenehm wenn auf weitester Stufe
hat alles gut funktioniert
Rettungsgasse bilden hat nicht gut funktioniert, da Fahrzeug zu stark gegenlenkt","Eher ja","Ja","Unsicher","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","A92 Freising bis Moosburg: Fahrzeug erkennt mittleren Spuren nicht, da zu alt","","","525.77","8.54","","","20.4","","","","","","","","496.83","","","","","","","","","","","",""
"104","2022-04-22 11:13:10","3","de","765004700","2022-04-22 10:55:16","2022-04-22 11:13:10","19","Gruppe A - Termin 2: H-off","","","E: H-off sei seltsam und komisch
VP gewöhnt sich aber daran
V: ist sich nach Hände los lassen noch häufig unsicher -> schwebt mit Händen nahe am Lenkrad, bis sich sicher, dass Fahrzeug selbst lenkt
VP setzt 1x Geschwindigkeit auf 135 km/h -> H-on Warnung -> VP verwirrt und nimmt Hände dran; nach zweiter Warnung fragt VP warum und VL erinnert an max. 133 km/h für H-off -> währenddessen H-on Warnung visuell & mit Ton -> VP greift erst spät ans Lenkrad","","","","Wetter: sonnig
Straße: trocken","keine Ergänzungen","Deaktivieren war einfach","1x VP stellt zu hohe Geschwindigkeit ein -> H-on Warnung -> komische und ungewohnte Situation, da Display was anderes anzeigt, VP hat sich aber nicht hilflos gefühlt. War sofort ersichtlich, dass etwas nicht passt, dadurch dass von blau zu weiß gewechselt","bei E: eine Situation mit Eyes on Road Warnung nur visuell -> VP sofort gelesen verstanden und auf die Straße geschaut","Knöpfe: einfacher als beim Porsche, da angenehmer, dass am Lenkrad als Knöpfe und nicht als Hebel, auch logischer als im Porsche z.B. Geschwindigkeitsregelung als Kippschalter, prinzipiell logisch","alles angenehm","Unsicher","Eher ja","Unsicher","Eher nein","H-off","H-off könnte man situationsbedingt nutzen, für z.B. lange Strecken auf der Autobahn","","war super interessant
findet Studie gut, da Systeme von Porsche und Ford noch nicht ganz gut funktionieren und Forschung in diese Richtung gut ist
findets super, dass Fahrzeug mit nach Hause zum ausprobieren bekommen hat","1074.84","11.31","","","203.01","","","","","","","","860.52","","","","","","","","","","","",""
"105","2022-04-25 10:56:52","3","de","466615857","2022-04-25 10:46:05","2022-04-25 10:56:52","76","Gruppe B (H-off)","","","","","""ganz am Anfang bei erster Aktivierung war das Fahrzeug gefühlt zu weit rechts, hab mich aber nach 2-3 Minuten daran gewöhnt""
Bei 2x Trigger drücken für Ende Versuchsfahrt: nur als 1x erkannt?
""Man kann die geschwindigkeit schwer einschätzen, weil man selbst nicht am Gas ist""","1. 4. und 5. Trigger: confusion: denkt sie ist im Aus-Modus, ist aber eigentlich standby --> deaktiviert ausversehen mit A-Taste statt zu aktivieren
2. Trigger: kurz vor Ende Baustelle: verliert Spur (weiß nicht ob da grad system oder Proband gelenkt hat)
3. Trigger: kurz nach Baustelle Systemabbruch","bewölkt, teilweise sonnig (Proband macht einmal kurz Sonnenblende runter), trocken","Nach Baustelle musste ich übernehmen, da wo Spurwechsel zurück war","EIn mal wollte ich aktivieren aber irgendwie hat es nicht funktioniert (Notiz: dachte es wäre im Aus Modus, war aber Standby und hat mit ATaste dann ausversehen deaktiviert)","War eigentlich immer klar, hat man immer schnell gesehen wenn man übernehmen musste","Nein","Nein ,war sehr intuitiv, einfach ","Am Anfang ungewohnt wenn mans das erste Mal aktiviert, aber nach 2-3 Minuten hab ich mich total sicher gefühlt ","Eher ja","Ja","Ja","Eher ja","","Ob ich Hände am Lenkrad hab oder nicht, ist für mich nicht so der krasse Unterschied","Nein","Nein","647.54","12.54","","","185.28","","","","","","","","449.72","","","","","","","","","","","",""
"107","","2","de","213728042","2022-04-26 15:43:28","2022-04-26 15:45:13","77","Gruppe B (H-off)","","","","","1x kurz Kaffee getrunken ganz am Anfang der VF mit H-off
viel automatisierte Spurwechsel genutzt","System trotz teil starkem Regen stabil
1x in Baustelle abgeworfen
1x TOR in Baustelle ohne ersichtlichen Grund, sofort wieder verfügbar
2x Spurwechsel abgebrochen
2x rechts überholt","mittlerer bis starker Regen
","","","","","","","","","","","","","","","105.22","8.18","","","97.04","","","","","","","","","","","","","","","","","","","",""
"109","2022-04-29 09:17:37","3","de","1263415211","2022-04-29 09:05:03","2022-04-29 09:17:37","20","Gruppe A - Termin 2: H-on","","","","","","","Dienstag: Regen, sonst bewölkt","","War auf linker Spur im Überholvorgang -> Fahrzeug regelt auf 60 km/h -> VP deaktiviert System","Hat Querführung einmal abgeschalten -> Fahrzeug hat Linien nicht erkannt (da nicht vorhanden) und hat organgenes Lenkrad gezeigt","2x
War ein Hallo an die VP
VP fand das gut
Hand locker aufliegen reicht","Bedienung sehr simpel und selbsterklärend nach der ersten Einweisung
Symbole: zwei Symbole für Spurverlassenswarner und L2 -> kann manchmal verwirrend sein; grau kann häufig nicht so gut wahrgenommen werden in dem bunten Display
Manchmal wird Abstandsregelung kurz vor das Navi im Kombi-Display angezeigt -> Grund unbekannt","Abstand kann man niedriger einstellen als gesetzlich vorgegeben
Geschwindigkeitsregler reagiert zu langsam (z.B. einscherende Fahrzeuge, Baustellen)
Geschwindigkeit wird immer zu genau eingehalten -> VP wünscht sich einen besseren Puffer
Geschwindigkeit wird auf Abbiegestreifen wieder erhöht -> darf nicht sein!
Vorrausschauendes Fahren muss noch weiter trainiert werden","Eher nein","Ja","Nein","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","Macht bei Automatik Sinn, aber nicht im Schalter","","","754.89","11.35","","","29.88","","","","","","","","713.66","","","","","","","","","","","",""
"110","2022-04-29 11:26:41","3","de","675844214","2022-04-29 11:11:37","2022-04-29 11:26:41","20","Gruppe B (H-off)","","","","","E: Automatisiertes Ausparken gruselig
BMW habe ein feinfühligeres System als VW
V: LKW schert 1x  sehr scharf aus -> L2 bleibt aktiv -> sehr knapp gebremst
VP hat zum Ende durchgehend Hände dran","","- Wetter: sonnig
- Straße: trocken","","Ausfädelspur wird nicht ganz vertraut, da VW dort so schlecht geregelt hat","nicht dass VP wüsste","keine Warnugen","Bedienung war simpel
Symbole waren besser als im VW -> größer, besser, simpler","Erkennt wohl Lkw von rechts einscherend schlechter als Pkw
Generell komisch, dass bloß Fahrzeuge auf der linken Spur angezeigt werden und nicht auf der rechten
Abstand hat immer gepasst
System lief einwandfrei, kann man nicht meckern","Ja","Ja","Ja","Eher ja","","VP war recht müde und hatte teilweise deswegen die Hände dran7
Eher ja bei H-off liegt an persönlichem Empfinden, dass man das nicht gewohnt ist
man sieht gut, dass Fahrzeug selbst hält durch sich selbst drehendes Lenkrad","Wesentlich ausgereifter, größeres Vertrauen, klarere Anzeigen als im VW
schick","fand gut, dass erst hier erfahren hat, welches Fahrzeug sie bekommt
QR-Codes sind super
super, dass immer für Rückfragen parat","869.36","7.71","","","143.63","","","","","","","","718.02","","","","","","","","","","","",""
"111","2022-05-03 11:28:18","3","de","1732628712","2022-05-03 10:58:56","2022-05-03 11:28:18","78","Gruppe B (H-off)","","","","","""macht Spaß mit dem Fahrzeug zu fahren""
VP hat Probleme den An-/Aus-Knopf zu drücken -> muss manchmal öfters und fester drücken, bis System aktiviert wird
E: 3x automatischer Spurwechsel nicht möglich, da Hände nicht dran","E: 2x gelbes Lenkrad -> von H-off zu H-on","Wetter: sonnig/ bewölkt
Straße während Versuch: trocken
Straße während Eingewöhnung: feucht","keine Ergänzungen","in der Regel in Situationen mit einscherendem Fahrzeug -> VP hätte früher gebremst / vorausschauender
VP hat bei zwei automatisierten Spurwechsel den Vorgang durch Lenkeingriff abgebrochen, da Spurwechsel zu lange gedauert hat für ankommendes Fahrzeug von hinten","-","es kam zu keinen Warnungen","automatisierter Spurwechsel ist gewöhnungsbedürftig, VP hätte früher ausgeschert und beschleunigt
Knöpfe waren ok; Knöpfe sitzen zu tief für eine Handstellung auf 11 und 2 Uhr; teilweise hat System nicht registriert, dass VP An-Knopf gedrückt hat
Symbole zielführend, verständlich; im HUD angezeigter Verkehr wurde erst später in der Fahrt erkannt und wahrgenommen -> zu viele Einflüsse im dichten Verkehr, da man Fahrzeuge im HUD und in echt doppelt sieht -> kann erschlagend sein
HUD wird deutlich häufiger verwendet als Kombidisplay
Bremse reagiert zu früh und schaltet zu früh System ab","hat sehr gut funktioniert
nach kurzer Eingewöhnung konnte VP Fahrzeug vertrauen","Eher ja","Eher ja","Ja","Ja","","VP ist einmal auf die rechte Spur und hat System abgeschalten, da gedacht, dass Baustelle kommt
würde System im starken Verkehr nicht nutzen, sonst wenn Straße frei würde VP System nutzen
Würde mit Spurführung Fahrverhalten ändern -> würde z.B. später Spurwechsel durchführen
Würde automatischen Spurwechsel nicht nutzen, da eigentlich H-off und dann müssen doch die Hände hin","79 km/h in der 80er Zone ist zu niedrig
","","1722.15","7.18","","","233.95","","","","","","","","1481.02","","","","","","","","","","","",""
"112","2022-05-04 17:31:22","3","de","2133267139","2022-05-04 17:01:17","2022-05-04 17:31:22","79","Gruppe B (H-off)","","","","","alles V:
3x VP lenkt bei autom. Spurwechsel zu fest -> Querführung wird abgebrochen
""voll entspannt, verlässlich"" VP nutzt System gerne
einscherende Lkw werden sehr spät auf eigener Spur erkannt -> kann Vertrauen beeinflussen
sehr großer Abstand eingestellt
System ist ""einschläfernd & voll vorsichtig""","V: Baustellenauffahrt: H-off unterbrochen (Ton & Anzeige)","bewölkt, vereinzelte Regentropfen
Straße trocken","hauptsächlich bei einscherendem Verkehr -> wird langsam erkannt vom System -> System kann dort besser werden benachbarte Fahrzeuge früher wahrzunehmen
evtl. Blinker erkennen von anderen Fahrzeugen","manchmal kann man als Mensch komfortabler & vorausschauender fahren -> dann in diesen Moment lieber kurz System abschalten","bei autom. Spurwechsel öfters abgebrochen durch evtl. zu starkes Lenken
1x H-on Warnung -> unersichtlich warum","keine Warnung","Tasten sind gut und minimalistisch
Anzeige gut, könnte prominenter sein, Schriftzug nicht sehr einleuchtend ohne Einführung, evtl. mit Lenkrad-LEDs Verfügbarkeit anzeigen","Späte Erkennung einscherender Fahrzeuge spät
Systemverhalten echt gut, komfortabel
Abstand könnte man auf geringer einstellen
Querführung komfortabel, sicher, gut, verlässlich","Ja","Ja","Ja","Ja","","man fährt mit System gerade am Anfang aber auch generell eher vorsichtiger fahren als manuell -> man büßt einige Minuten dadurch ein, aber nimmt man gerne in Kauf","coole Spielerei -> evtl als Pendler in Eile würde man es nicht nutzen
sonst nice","L3 wäre auch interessant","1805.38","7.31","","","221.24","","","","","","","","1576.83","","","","","","","","","","","",""
"113","2022-05-05 10:25:29","3","de","1224736095","2022-05-05 10:06:55","2022-05-05 10:25:29","80","Gruppe B (H-off)","","","","","VP versucht automatischen Spurwechsel in der Baustelle -> ohne Funktion","Fzg hat in der Baustelle Geschwindigkeitslimit aufgehoben erkannt
Fzg meldet kurz Frontradar reinigen, ist dann aber wieder verfügbar
einscherender LKW einmal nicht erkannt","Sonnig und trocken","Einscherer zu spät erkannt
Spurwechsel -> Assistenz ausgefallen (Fahrzeug von hinten zu nah)
Geschwindigkeitslimit in Baustelle falsch erkannt
","Einscherer schlecht erkannt
Überholen manuell schneller und ""nicht so smooth""
","Spurwechsel -> Assistenz ausgefallen (Fahrzeug von hinten zu nah?)","visuelle Info Hände ran insbesondere nach automatischem Spurwechsel

","""ziemlich gut, super intuitiv""
","Einscherer schlecht erkannt
Überholen manuell schneller und ""nicht so smooth""
","Eher ja","Ja","Ja","Ja","","geringere Bereitschaft mehr Geld für L2 auszugeben (eher stärkerer Motor oder Soundsystem)
kein Muss
im Stadtverkehr nochmal deutlich weniger Mehrwert","mit ""echtem"" Beifahrer wäre das Verhalten evtl. ein anderes -> öfter mal rüber schauen, etc.
sehr ""rücksichtsvolles Fahren"", stärker als ein defensiver Mensch","","1212.46","20.76","","","219.09","","","","","","","","972.61","","","","","","","","","","","",""
"114","2022-05-05 13:35:34","3","de","2043163035","2022-05-05 13:17:12","2022-05-05 13:35:34","23","Gruppe A - Termin 2: H-on","","","","","","","hell aber teilweise schauer möglich","Spurhaltungsprobleme in Baustelle; Fahrzeug eingeschert und Auto bremst erst wenn dieses Fahrzeug schon in neuer Spur drin ist und nicht schon früher (1 musste man eingreifen); Holledauer Dreiecke scharfe kurve nicht geschafft; Fahrzeug fährt zu weit rechts (vor allem bei LKW)","eingegriffen wenn Abstand zu kurz und als kritisch übernommen, nur bremsen genutzt für Deaktivierung; immer aktiviert wenn es ging; von Anfang bis Ende sehr gut, nichts überraschendes (alles logisch)","in Baustelle, frühere Warnung bei Baustelle zum Beispiel dass Probleme auftauchen können","Warnung H-Off passt; Ton ist gut; nicht nervig; frühere Warnung wäre gut (5-8s)","komfortabel zu bedienen und blind; übersichtliche Anzeige und Symbole verständlich; Anzeige könnte etwas größer sein","gute Unterstützung, man kann aber nicht 100% vertrauen, ab zu zu nicht nachvollziehbares Systemverhalten, einscherende Fahrzeuge ab und zu kritisch (spät erkannt); Spurwechsel autonom wäre hilfreich als Assistenz (man muss aber selber entscheiden kann)","Ja","Ja","Eher ja","nicht anwendbar [Spalte nur für A-2 H-On Interview & Frage 3]","","H-off wäre gut und komfortabel; ACC ist besser","-","","1101.55","8.78","","","18.89","","","","","","","","1073.88","","","","","","","","","","","",""
